0.000530656	0.001196328	0.002058265	0.003034987	0.004055212	0.005064698	0.006026226	0.006916921	0.007724891	0.008446113	0.009081853	0.009636695
0.000530656	0.001196328	0.002058265	0.003034987	0.004055212	0.005064698	0.006026226	0.006916921	0.007724891	0.008446113	0.009081853	0.009636695
0.000530656	0.001196328	0.002058265	0.003034987	0.004055212	0.005064698	0.006026226	0.006916921	0.007724891	0.008446113	0.009081853	0.009636695
0.000530656	0.001196328	0.002058265	0.003034987	0.004055212	0.005064698	0.006026226	0.006916921	0.007724891	0.008446113	0.009081853	0.009636695
0.000530656	0.001196328	0.002058265	0.003034987	0.004055212	0.005064698	0.006026226	0.006916921	0.007724891	0.008446113	0.009081853	0.009636695
0.000530656	0.001196328	0.002058265	0.003034987	0.004055212	0.005064698	0.006026226	0.006916921	0.007724891	0.008446113	0.009081853	0.009636695
0.000530656	0.001196328	0.002058265	0.003034987	0.004055212	0.005064698	0.006026226	0.006916921	0.007724891	0.008446113	0.009081853	0.009636695
0.000530656	0.001196328	0.002058265	0.003034987	0.004055212	0.005064698	0.006026226	0.006916921	0.007724891	0.008446113	0.009081853	0.009636695
#nind
1
#ind_names									
SURVEY1									
#nobs_ind
30
#yrs_ind											
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	
#month_ind										
1															
#biom_ind											
1.18880690267988	1.31584600414791	1.45334428030115	1.35018632848867	1.22724466206301	1.43756136509701	1.43343795480914	1.17712666401407	1.27577812125433	1.18914062489398	1.07418256447416	1.10300153359446	1.33594500059436	1.09253415952955	1.0564099360762	1.27602787266853	1.0388219145274	0.912635770907659	0.841300690137353	0.695808159556321	0.966134548342402	0.89132933908464	0.748274932731667	0.855156234093708	0.705721201348025	0.721846809687809	0.689691996544593	0.653779847735069	0.601673381490524	0.758950055676359
#biom_cv																
0.237761380535975	0.263169200829582	0.29066885606023	0.270037265697733	0.245448932412601	0.287512273019401	0.286687590961828	0.235425332802813	0.255155624250865	0.237828124978797	0.214836512894831	0.220600306718893	0.267189000118871	0.21850683190591	0.211281987215241	0.255205574533707	0.207764382905481	0.182527154181532	0.168260138027471	0.139161631911264	0.19322690966848	0.178265867816928	0.149654986546333	0.171031246818742	0.141144240269605	0.144369361937562	0.137938399308919	0.130755969547014	0.120334676298105	0.151790011135272
#n_ages_ind															
30			
#n_lengths_ind															
0															
#yrs_ages_ind															
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	
#sample_ages_ind					
200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200
#page_ind						
0.055	0.17	0.17	0.085	0.105	0.08	0.07	0.03	0.045	0.05	0.025	0.115
0.08	0.165	0.145	0.13	0.1	0.07	0.07	0.045	0.055	0.015	0.055	0.07
0.055	0.16	0.16	0.105	0.095	0.055	0.04	0.05	0.06	0.025	0.025	0.17
0.04	0.11	0.19	0.13	0.1	0.095	0.07	0.03	0.04	0.07	0.005	0.12
0.095	0.105	0.12	0.135	0.1	0.075	0.07	0.06	0.055	0.02	0.015	0.15
0.06	0.17	0.11	0.095	0.14	0.1	0.055	0.025	0.035	0.03	0.03	0.15
0.05	0.125	0.16	0.115	0.09	0.115	0.075	0.08	0.045	0.025	0.01	0.11
0.085	0.145	0.15	0.14	0.085	0.07	0.1	0.035	0.04	0.02	0.03	0.1
0.05	0.2	0.145	0.135	0.13	0.065	0.055	0.065	0.045	0.025	0.015	0.07
0.095	0.095	0.155	0.115	0.14	0.09	0.05	0.015	0.025	0.035	0.055	0.13
0.08	0.125	0.175	0.15	0.085	0.09	0.1	0.03	0.02	0.025	0.005	0.115
0.04	0.195	0.175	0.135	0.155	0.05	0.08	0.02	0.015	0.015	0.025	0.095
0.075	0.13	0.22	0.1	0.125	0.105	0.035	0.06	0.04	0.01	0.01	0.09
0.09	0.085	0.175	0.15	0.145	0.07	0.09	0.04	0.045	0.025	0.015	0.07
0.07	0.145	0.17	0.12	0.135	0.07	0.06	0.06	0.025	0.025	0.02	0.1
0.035	0.17	0.16	0.145	0.085	0.115	0.09	0.05	0.035	0.03	0.025	0.06
0.07	0.155	0.15	0.16	0.105	0.105	0.06	0.04	0.015	0.02	0.03	0.09
0.05	0.205	0.225	0.145	0.115	0.06	0.035	0.045	0.03	0.025	0.005	0.06
0.035	0.135	0.25	0.19	0.12	0.065	0.06	0.015	0.025	0.015	0.005	0.085
0.045	0.21	0.14	0.225	0.135	0.07	0.04	0.055	0.01	0.02	0.005	0.045
0.12	0.165	0.19	0.135	0.13	0.085	0.015	0.06	0.015	0.02	0.01	0.055
0.09	0.225	0.115	0.175	0.095	0.095	0.05	0.035	0.02	0.02	0.005	0.075
0.095	0.19	0.25	0.145	0.09	0.05	0.04	0.025	0.02	0.015	0.02	0.06
0.07	0.185	0.32	0.155	0.06	0.04	0.04	0.035	0.04	0	0.005	0.05
0.135	0.125	0.22	0.155	0.135	0.05	0.04	0.035	0.03	0.025	0.01	0.04
0.055	0.22	0.19	0.21	0.15	0.07	0.02	0.015	0.01	0.005	0.015	0.04
0.065	0.245	0.22	0.14	0.09	0.095	0.05	0.04	0.015	0.02	0.005	0.015
0.165	0.225	0.14	0.195	0.09	0.055	0.06	0.04	0	0.01	0	0.02
0.115	0.245	0.2	0.11	0.12	0.025	0.08	0.045	0.025	0.005	0	0.03
0.105	0.205	0.285	0.12	0.11	0.09	0.025	0.025	0.015	0	0	0.02
#wt_age_ind						
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 
# wt_pop
0.000530656	0.001196328	0.002058265	0.003034987	0.004055212	0.005064698	0.006026226	0.006916921	0.007724891	0.008446113	0.009081853	0.009636695
#maturity
0.02297737 0.32082130 0.90465054 0.99477987 0.99973881 0.99998699 0.99999935 0.99999997 1 1 1 1
#spmonth						
1		
#age_err						
1	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0
0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	1																														
